content,annotation,extras
spazmatics...they play 80's songs at the casino...fucking awesome.,"{'notes': '', 'label': ['0']}",
damn  that will certainly kill your upgrade happiness,"{'notes': '', 'label': ['0']}",
Hey Amber! :) Hope you're staying warm. Hate the fact that I have to work  but it's money and we all could use that! LOL,"{'notes': '', 'label': ['0']}",
@AllanGoesDMB I hate to cuddle...I need my space! For real!,"{'notes': '', 'label': ['0']}",
"..hear that?"" hahah and i was like yeah. i am a dmb freak :)","{'notes': '', 'label': ['0']}",
I'd be a lot more sympathetic re the Jets if you didn't look like Tricky Dick.,"{'notes': '', 'label': ['0']}",
damn. they obviously fixed the twitter website too. used to knacker it proper (as I believe they say here in the westcountry),"{'notes': '', 'label': ['0']}",
Harry Hill is the marmite of the comedy world. You either love him  or hate him. Personally  I hate the ****.,"{'notes': '', 'label': ['0']}",
"If you hate that kind of revisionism  you'll probably hate ""Code Geass"". Japan is like the South when it comes to its war history.","{'notes': '', 'label': ['0']}",
I also walk to school a mile each way every day during the semester. I'm still fat. :-( I guess not as bad as I was. though.,"{'notes': '', 'label': ['0']}",
when i get fat you have no one to blame but yourself.,"{'notes': '', 'label': ['0']}",
the peeps of @gangplank just want to show how bad ass phoenix is turning out to be.. plus we like the boulder peeps.. : ),"{'notes': '', 'label': ['0']}",
now that commercial is funny as hell  a damn blanket with sleeves  what will they think off next?!?!,"{'notes': '', 'label': ['0']}",
it's big  fat JAVA,"{'notes': '', 'label': ['0']}",
meh that sucks. I guess it makes sense but still...that's kinda lame.,"{'notes': '', 'label': ['0']}",
success as a gay? Beyond the snappy dressing and liking wieners  what can I do to be a successful gay?,"{'notes': '', 'label': ['0']}",
I'll alert the gay-thorities.,"{'notes': '', 'label': ['0']}",
Yeah. I was thinking the same thing. I don't WANT to go work from a coffee shop all day! Damn!,"{'notes': '', 'label': ['0']}",
Wow. Dick move there  Cobra Commander.,"{'notes': '', 'label': ['0']}",
When you label something does it disappear from the inbox? I too hate clutter in the inbox and only keep active e-mail in it.,"{'notes': '', 'label': ['0']}",
"Well I have been in other maternity pants for several weeks  but can no longer comfortably zip my ""fat"" jeans-Liz Lange mid-belly!","{'notes': '', 'label': ['0']}",
lol cleaning  i hate the dentist with a passion!,"{'notes': '', 'label': ['0']}",
woah that sucks :(,"{'notes': '', 'label': ['0']}",
or tight ass pants..smh,"{'notes': '', 'label': ['0']}",
it sucks but at least I get shit done unlike my good for nothing brothers lolz,"{'notes': '', 'label': ['0']}",
that sucks :(,"{'notes': '', 'label': ['0']}",
srsly though when the fuck has it ever been this cold here?,"{'notes': '', 'label': ['0']}",
I don't really remember but damn its killing me,"{'notes': '', 'label': ['0']}",
no but I'm fucking hungry right now~,"{'notes': '', 'label': ['0']}",
@icyfrance THANK YOU DUDES for kombucha!  I am waiting to unleash the fucking fury on my gastronomics til later afternoon.,"{'notes': '', 'label': ['0']}",
we all need to be a bitch sometimes  not a bad thing lol,"{'notes': '', 'label': ['0']}",
Aw!! you look way fucking cute today! I luving the scarf!!!,"{'notes': '', 'label': ['0']}",
damn its like there black bunny playing peek a boo. HAHA girl is still fucking cute though fo sho.,"{'notes': '', 'label': ['0']}",
I wish I could take the credit... fuck it I'm going to try to,"{'notes': '', 'label': ['0']}",
And that's why losing those people sucks as much as it does,"{'notes': '', 'label': ['0']}",
Need to spend some time with Moneywell but having to stick with iBank for now - even if I hate it.,"{'notes': '', 'label': ['0']}",
fuck yeah!,"{'notes': '', 'label': ['0']}",
Nope.  Just like there's nowhere you can act an ass on the internet without the entire world hearing about it. Fact o' life.,"{'notes': '', 'label': ['0']}",
Hey  no big. It's not my ass that's showing.,"{'notes': '', 'label': ['0']}",
 i hate when they forget my extra 2 liter!!!!!,"{'notes': '', 'label': ['0']}",
112 feet long? Damn!,"{'notes': '', 'label': ['0']}",
"Well ""That n*gga sucks"" and what? Lol Im kiddin :-)","{'notes': '', 'label': ['0']}",
DAMN!!!! I'm MAD I just left there now lol,"{'notes': '', 'label': ['0']}",
For some reason I really hate that movie and those books. Bunch of weak ass vampires.,"{'notes': '', 'label': ['0']}",
How's my favorite in the holiday spirit guinea pig this morning?,"{'notes': '', 'label': ['0']}",
http://twitpic.com/y2yl - That. Fucking. Rules.,"{'notes': '', 'label': ['0']}",
NOES! I am younger then @tirb... but... FINE! You fucking win... jeez.,"{'notes': '', 'label': ['0']}",
that's excellent advice. thanks. i'd hate to be trapped by my own clothes,"{'notes': '', 'label': ['0']}",
chica i am too beat to go any damn where  pero i want pancakes. bad. :(,"{'notes': '', 'label': ['0']}",
awww damn. sending healing light.,"{'notes': '', 'label': ['0']}",
"@nezua @cripchick  at 0:37 ""i hate black pepper!"" http://tinyurl.com/69rbnb","{'notes': '', 'label': ['0']}",
"""hatin ass"" is one of my favorites. thank you.","{'notes': '', 'label': ['0']}",
chiiiiiiiiiiild! that mess is sickening. hate hate hate HATE it. ugh. it's so tacky. i blame freeway.,"{'notes': '', 'label': ['0']}",
i know - i just HATE IT! HATE IT HATE IT! LOL im such a horrible people-pleaser! made me nauseous to press send :o(,"{'notes': '', 'label': ['0']}",
#NAME?,"{'notes': '', 'label': ['0']}",
- welcome to Twitter!  I'd love to see a Munchkin-themed Fail Whale ... :-),"{'notes': '', 'label': ['0']}",
It's good for what ails ye! I used to hate vegemite as a kid. Now though  on hot buttered toast... nomnom indeed!,"{'notes': '', 'label': ['0']}",
That sucks dude  I can give you all my  media if you want a head start on getting it all back...let me know,"{'notes': '', 'label': ['0']}",
I try my 17yo is a band follower & I am the driver. So we have been to many cities & I hate driving. Next trip not till Feb,"{'notes': '', 'label': ['0']}",
He is still trying to figure out who to side with. And how not to piss off the Islamists world.,"{'notes': '', 'label': ['0']}",
it's called ooops... aim signed me off.. damn interents,"{'notes': '', 'label': ['0']}",
ha ha so fucking snobbish now son!!! .... lol.. I love it,"{'notes': '', 'label': ['0']}",
and we spent hours together (with her husband) picking out their favorites... so I use them... and then they say they hate that photo,"{'notes': '', 'label': ['0']}",
@joeljohnson corporate blogging still sucks because there's no strategy or measurable goals defined,"{'notes': '', 'label': ['0']}",
pig's ear beer festival,"{'notes': '', 'label': ['0']}",
Yes! But so am I so I can't hate!,"{'notes': '', 'label': ['0']}",
Hellz Yes! Remind me not to piss you off! Rember the candy bars I got you! Gotta play nice!,"{'notes': '', 'label': ['0']}",
 LOL! I give @johnhenrymuller all the props in the world he is holding down a family and working his ass off though so he wins.,"{'notes': '', 'label': ['0']}",
Hey dude  SuperJail is the fucking JAM. You can watch 'em all streaming here: http://tinyurl.com/5n55hg,"{'notes': '', 'label': ['0']}",
son i cant decide cuz the blackberry is sooo delish! oh and yea ill do that cd.. if i can find a damn blank cd lol,"{'notes': '', 'label': ['0']}",
I KNOW!!!! makes my fucking dayyy!!! shes HUGE,"{'notes': '', 'label': ['0']}",
Lmao  I broke the shorts out the other day.. Thats why I sports a hoody and shorts half the damn time!,"{'notes': '', 'label': ['0']}",
Sorry all sucks. But let us know when you need a moving crew on the cheap. I can be paid in beer.,"{'notes': '', 'label': ['0']}",
Cure emo or Dashboard Confessional emo? 2 different sets of issues. Either need a razorblade or a girlfriend... What's the deal?,"{'notes': '', 'label': ['0']}",
Is Windows Live now a Facebook wannabe? http://tinyurl.com/6py66j,"{'notes': '', 'label': ['0']}",
it's a damn sight better than that 'mercy' BS,"{'notes': '', 'label': ['0']}",
don't you hate waiting on the cable guy.,"{'notes': '', 'label': ['0']}",
damn - i was excited for a moment - but they aren't complete books :(,"{'notes': '', 'label': ['0']}",
Yes  Dick York. His animation was the best with that big nose and skinny legs. What memories.,"{'notes': '', 'label': ['0']}",
Oh  well  just try not to piss him off too much. I don't think I can save you from him  yet. Unless the cars done...,"{'notes': '', 'label': ['0']}",
lol  what?  Tell Danielle that I have mad skills when it comes to reading people  fuck.,"{'notes': '', 'label': ['0']}",
"-Steffy-""","{'notes': '', 'label': ['0']}",
idk who she is  I just found the link on /b/  couldn't stop laughing and then thought 'omglol Fray would hate her roflrofl',"{'notes': '', 'label': ['0']}",
"Buaha  atleast im doing my ""fun"" homework right now.. This is one ugly ass Squirrel... and it's not finished yet.","{'notes': '', 'label': ['0']}",
Release your anger  let the hate flow through you. And your journey towards the darkside will be complete.,"{'notes': '', 'label': ['0']}",
now it reads the drive then looses connection. Or does not establish a connection for ages. Sucks as it's alreadya year old,"{'notes': '', 'label': ['0']}",
Lol.. I def know how that can be I do payroll aswell!! We might be sum diva ass bosses okay alright okay..lol,"{'notes': '', 'label': ['0']}",
hahahahah..lol..lol... dammm your ass dont be playing but okay! Im serious! that was funny tho....lol,"{'notes': '', 'label': ['0']}",
Mon  nite l8 ( 11pm+ my time) may work well. Don't have tokbox acct yet- my  connection @ home sucks. We can try Skype or phone?,"{'notes': '', 'label': ['0']}",
wow...how much damage? did you get out and kick them in their damn shins? i would've. shin kicks hurt.,"{'notes': '', 'label': ['0']}",
problem is there's no natl media there. You can bet your ass if a hurricane hit Queens itd lead the news each night for weeks,"{'notes': '', 'label': ['0']}",
I hate aol email. its not 1998. wake up.,"{'notes': '', 'label': ['0']}",
LOL Keesha thought the whore island was directed at her,"{'notes': '', 'label': ['0']}",
Damn  your taking me back tonight.  Quik  Cube  BombSquad..Quiks whole crew had the best posse cuts.  Except for Rap-A-Lot...,"{'notes': '', 'label': ['0']}",
Damn i wish i went out tonight. Twitter that shit up next time and let me know Haha,"{'notes': '', 'label': ['0']}",
i'm having an awful day though... i'm screwing up life again and my step-father's been yelling a lot and ugh i hate this!,"{'notes': '', 'label': ['0']}",
haha that episode is fucking hilarious!,"{'notes': '', 'label': ['0']}",
& aww  that sucks :(,"{'notes': '', 'label': ['0']}",
More Snow The More I Have To Shovel :( I HATE THE EASTCOAST :(,"{'notes': '', 'label': ['0']}",
- Yep. Did I tell you my plan - which shd fund 50 surgeries in the coming year? No? Damn  shd send you that email! :lol:,"{'notes': '', 'label': ['0']}",
Hmmmmm I havent gotten a whale in awhile maybe that will come soon....Maybe it's the SNOW!!!!!!!! NOOOOOOO!!!!,"{'notes': '', 'label': ['0']}",
Fuck that  life is pain.  Anyone who tells you differently is selling something.,"{'notes': '', 'label': ['0']}",
Damn yoooooooooou.  @tarlynxeno And damn yoooooou toooooo.,"{'notes': '', 'label': ['0']}",
Well...  that's a pretty damn good reason!  Fuck.,"{'notes': '', 'label': ['0']}",
Weekends in general work better for people you illiterate cockgobbling fuck.,"{'notes': '', 'label': ['0']}",
Sucks u have to work wed,"{'notes': '', 'label': ['0']}",
that sucks man! what happened! -- network latency?,"{'notes': '', 'label': ['0']}",
hey loser you should call/gmail message meeeeeeee,"{'notes': '', 'label': ['0']}",
"crikey - wish I had! Speaking of narcotic influence  Solid Steel Podcast lyric ""I would hate to have a clock for a face"" WTF?","{'notes': '', 'label': ['0']}",
or do you just hate crossing them in big chunks?,"{'notes': '', 'label': ['0']}",
LMAO - I did too! Just went into the cities and started slaughtering  just to see what would happen. Some damn funny stuff!,"{'notes': '', 'label': ['0']}",
Ringo sucks - George will always be my favorite,"{'notes': '', 'label': ['0']}",
I told ya! Hehe. I reckon it was the RBL lists I told it to lookup that did it. I had to reinstall the whole fucking server! =(,"{'notes': '', 'label': ['0']}",
I wanna bring home perishables though and fuck paying for a Taxi.,"{'notes': '', 'label': ['0']}",
I am already the fat controller.,"{'notes': '', 'label': ['0']}",
I hate the Stonetalon Mtns. Stranglethorn I enjoyed last time I played there.,"{'notes': '', 'label': ['0']}",
why do you hate macy's so much again?,"{'notes': '', 'label': ['0']}",
don't you hate cofee?,"{'notes': '', 'label': ['0']}",
aw dude!! That sucks.. Well whever u put a new tell me:) nice job with the vids,"{'notes': '', 'label': ['0']}",
